week,team_id,team,overall_eff,off_eff,def_eff,school,conference,color,logo
8,2636,UTSA,52.998999999999995,61.089000000000006,41.326,UT San Antonio,Conference USA,#002A5C,http://a.espncdn.com/i/teamlogos/ncaa/500/2636.png
8,158,Nebraska,39.135999999999996,46.807,34.629,Nebraska,Big Ten,#F20017,http://a.espncdn.com/i/teamlogos/ncaa/500/158.png
8,2649,Toledo,57.054,48.064,60.79599999999999,Toledo,Mid-American,#ffffff,http://a.espncdn.com/i/teamlogos/ncaa/500/2649.png
8,276,Marshall,53.047,24.422,84.495,Marshall,Sun Belt,#00ae42,http://a.espncdn.com/i/teamlogos/ncaa/500/276.png
8,6,South Alabama,63.666999999999994,54.842,63.959999999999994,South Alabama,Sun Belt,#003E7E,http://a.espncdn.com/i/teamlogos/ncaa/500/6.png
8,25,California,47.887,43.414,55.464,California,Pac-12,#031522,http://a.espncdn.com/i/teamlogos/ncaa/500/25.png
8,23,San José St,54.359,47.284,68.227,San José State,Mountain West,#005893,http://a.espncdn.com/i/teamlogos/ncaa/500/23.png
8,309,Louisiana,47.632999999999996,31.246000000000002,59.778,Louisiana,Sun Belt,#ce2842,http://a.espncdn.com/i/teamlogos/ncaa/500/309.png
8,258,Virginia,44.858,32.998,63.29900000000001,Virginia,ACC,#f84c1e,http://a.espncdn.com/i/teamlogos/ncaa/500/258.png
8,278,Fresno St,49.823,48.171,48.172,Fresno State,Mountain West,#c41230,http://a.espncdn.com/i/teamlogos/ncaa/500/278.png
8,84,Indiana,45.544000000000004,37.632,54.095000000000006,Indiana,Big Ten,#7D110C,http://a.espncdn.com/i/teamlogos/ncaa/500/84.png
8,164,Rutgers,44.547,24.924,62.997,Rutgers,Big Ten,#d21034,http://a.espncdn.com/i/teamlogos/ncaa/500/164.png
8,290,Georgia So,44.873000000000005,64.086,22.02,Georgia Southern,Sun Belt,#003775,http://a.espncdn.com/i/teamlogos/ncaa/500/290.png
8,12,Arizona,45.342,72.06,21.671000000000003,Arizona,Pac-12,#002449,http://a.espncdn.com/i/teamlogos/ncaa/500/12.png
8,2084,Buffalo,44.452999999999996,42.747,51.856,Buffalo,Mid-American,#041A9B,http://a.espncdn.com/i/teamlogos/ncaa/500/2084.png
8,324,Coastal Car,43.09,56.247,36.59,Coastal Carolina,Sun Belt,#007073,http://a.espncdn.com/i/teamlogos/ncaa/500/324.png
8,349,Army,34.39,61.305,18.229,Army,FBS Independents,#ce9c00,http://a.espncdn.com/i/teamlogos/ncaa/500/349.png
8,202,Tulsa,45.143,55.726,42.478,Tulsa,American Athletic,#004371,http://a.espncdn.com/i/teamlogos/ncaa/500/202.png
8,2572,Southern Miss,49.917,23.544999999999998,67.67699999999999,Southern Mississippi,Sun Belt,#FFAA3C,http://a.espncdn.com/i/teamlogos/ncaa/500/2572.png
8,59,Georgia Tech,46.437,28.372999999999998,69.487,Georgia Tech,ACC,#00223e,http://a.espncdn.com/i/teamlogos/ncaa/500/59.png
8,2226,FAU,40.483000000000004,39.471000000000004,50.649,Florida Atlantic,Conference USA,#004B85,http://a.espncdn.com/i/teamlogos/ncaa/500/2226.png
8,2426,Navy,36.736000000000004,28.703,53.961000000000006,Navy,American Athletic,#131630,http://a.espncdn.com/i/teamlogos/ncaa/500/2426.png
8,295,Old Dominion,42.86,39.415,47.613,Old Dominion,Sun Belt,#00507d,http://a.espncdn.com/i/teamlogos/ncaa/500/295.png
8,249,North Texas,46.861000000000004,59.928000000000004,34.848,North Texas,Conference USA,#00853D,http://a.espncdn.com/i/teamlogos/ncaa/500/249.png
8,238,Vanderbilt,41.281,38.051,44.528,Vanderbilt,SEC,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/238.png
8,103,Boston College,32.645,31.887999999999998,47.518,Boston College,ACC,#88001a,http://a.espncdn.com/i/teamlogos/ncaa/500/103.png
8,259,Virginia Tech,38.768,26.325,57.04900000000001,Virginia Tech,ACC,#74232D,http://a.espncdn.com/i/teamlogos/ncaa/500/259.png
8,2393,MTSU,44.487,34.568,47.29,Middle Tennessee,Conference USA,#0079C2,http://a.espncdn.com/i/teamlogos/ncaa/500/2393.png
8,2247,Georgia St,36.309999999999995,28.993000000000002,52.872,Georgia State,Sun Belt,#1e539a,http://a.espncdn.com/i/teamlogos/ncaa/500/2247.png
8,2032,Arkansas St,41.059,50.856,24.245,Arkansas State,Sun Belt,#e81018,http://a.espncdn.com/i/teamlogos/ncaa/500/2032.png
8,77,Northwestern,29.343999999999998,28.151,38.199,Northwestern,Big Ten,#372286,http://a.espncdn.com/i/teamlogos/ncaa/500/77.png
8,242,Rice,48.923,40.708,57.176,Rice,Conference USA,#003D7D,http://a.espncdn.com/i/teamlogos/ncaa/500/242.png
8,21,San Diego St,34.191,13.630999999999998,47.802,San Diego State,Mountain West,#BF2C37,http://a.espncdn.com/i/teamlogos/ncaa/500/21.png
8,2751,Wyoming,34.863,27.343,37.911,Wyoming,Mountain West,#533B22,http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png
8,2309,Kent State,35.301,54.19500000000001,25.757,Kent State,Mid-American,#002445,http://a.espncdn.com/i/teamlogos/ncaa/500/2309.png
8,2348,Louisiana Tech,32.796,41.303,28.48,Louisiana Tech,Conference USA,#002d65,http://a.espncdn.com/i/teamlogos/ncaa/500/2348.png
8,2439,UNLV,35.082,43.047999999999995,35.126000000000005,UNLV,Mountain West,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/2439.png
8,58,South Florida,23.949,40.787,18.666,South Florida,American Athletic,#004A36,http://a.espncdn.com/i/teamlogos/ncaa/500/58.png
8,2459,N Illinois,34.076,48.388999999999996,22.076,Northern Illinois,Mid-American,#F1122C,http://a.espncdn.com/i/teamlogos/ncaa/500/2459.png
8,326,Texas St,32.849000000000004,19.777,61.153,Texas State,Sun Belt,#4e1719,http://a.espncdn.com/i/teamlogos/ncaa/500/326.png
8,195,Ohio,37.230000000000004,50.849,27.306,Ohio,Mid-American,#295A29,http://a.espncdn.com/i/teamlogos/ncaa/500/195.png
8,2117,C Michigan,20.31,17.591,39.36,Central Michigan,Mid-American,#6a0032,http://a.espncdn.com/i/teamlogos/ncaa/500/2117.png
8,193,Miami OH,34.611,21.579,46.910000000000004,Miami (OH),Mid-American,#a4000c,http://a.espncdn.com/i/teamlogos/ncaa/500/193.png
8,328,Utah State,26.239,21.508,37.885000000000005,Utah State,Mountain West,#003263,http://a.espncdn.com/i/teamlogos/ncaa/500/328.png
8,2199,E Michigan,33.912,51.064,25.092,Eastern Michigan,Mid-American,#00331b,http://a.espncdn.com/i/teamlogos/ncaa/500/2199.png
8,2711,W Michigan,24.891,26.017000000000003,33.546,Western Michigan,Mid-American,#532e1f,http://a.espncdn.com/i/teamlogos/ncaa/500/2711.png
8,2433,UL Monroe,27.098,42.538,30.158,Louisiana Monroe,Sun Belt,#231F20,http://a.espncdn.com/i/teamlogos/ncaa/500/2433.png
8,2638,UTEP,24.893,22.381999999999998,36.205999999999996,UTEP,Conference USA,#ff8200,http://a.espncdn.com/i/teamlogos/ncaa/500/2638.png
8,38,Colorado,19.542,12.589,41.71,Colorado,Pac-12,#d1c57e,http://a.espncdn.com/i/teamlogos/ncaa/500/38.png
8,2050,Ball State,25.245,20.446,41.843,Ball State,Mid-American,#DA0000,http://a.espncdn.com/i/teamlogos/ncaa/500/2050.png
8,189,Bowling Green,28.752,29.115000000000002,34.688,Bowling Green,Mid-American,#2b1000,http://a.espncdn.com/i/teamlogos/ncaa/500/189.png
8,2440,Nevada,17.951,15.717999999999998,32.897999999999996,Nevada,Mountain West,#153E5F,http://a.espncdn.com/i/teamlogos/ncaa/500/2440.png
8,218,Temple,24.834999999999997,9.748999999999999,55.532000000000004,Temple,American Athletic,#A80532,http://a.espncdn.com/i/teamlogos/ncaa/500/218.png
8,41,UConn,25.113999999999997,25.205,38.339,Connecticut,FBS Independents,#001d40,http://a.espncdn.com/i/teamlogos/ncaa/500/41.png
8,167,New Mexico,22.795,10.668999999999999,53.705000000000005,New Mexico,Mountain West,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
8,36,Colorado St,13.532,6.1240000000000006,39.7,Colorado State,Mountain West,#004537,http://a.espncdn.com/i/teamlogos/ncaa/500/36.png
8,2429,Charlotte,12.738,37.801,6.979,Charlotte,Conference USA,#ffffff,http://a.espncdn.com/i/teamlogos/ncaa/500/2429.png
8,62,Hawai'i,14.374999999999998,21.517,15.7,Hawai'i,Mountain West,#003420,http://a.espncdn.com/i/teamlogos/ncaa/500/62.png
8,2006,Akron,18.983,23.994,24.269,Akron,Mid-American,#00285e,http://a.espncdn.com/i/teamlogos/ncaa/500/2006.png
8,166,New Mexico St,13.175,17.195,20.469,New Mexico State,FBS Independents,#891216,http://a.espncdn.com/i/teamlogos/ncaa/500/166.png
8,113,UMass,11.652,12.261,25.422,UMass,FBS Independents,#880007,http://a.espncdn.com/i/teamlogos/ncaa/500/113.png
8,2229,FIU,12.715000000000002,15.363,17.843,Florida International,Conference USA,#001538,http://a.espncdn.com/i/teamlogos/ncaa/500/2229.png
