week,team_id,team,overall_eff,off_eff,def_eff,school,conference,color,logo
2,61,Georgia,97.2,91,95.9,Georgia,SEC,#CC0000,http://a.espncdn.com/i/teamlogos/ncaa/500/61.png
2,30,USC,96.4,99.3,71.6,USC,Pac-12,#ffc72c,http://a.espncdn.com/i/teamlogos/ncaa/500/30.png
2,130,Michigan,95.3,89.9,92.1,Michigan,Big Ten,#00274c,http://a.espncdn.com/i/teamlogos/ncaa/500/130.png
2,333,Alabama,93,85.7,89.1,Alabama,SEC,#690014,http://a.espncdn.com/i/teamlogos/ncaa/500/333.png
2,344,Mississippi State,91.1,74.3,94.9,Mississippi State,SEC,#762123,http://a.espncdn.com/i/teamlogos/ncaa/500/344.png
2,2306,Kansas State,89,51,94.7,Kansas State,Big 12,#633194,http://a.espncdn.com/i/teamlogos/ncaa/500/2306.png
2,2305,Kansas,88.9,96.5,47.9,Kansas,Big 12,#0022B4,http://a.espncdn.com/i/teamlogos/ncaa/500/2305.png
2,276,Marshall,88.7,69.9,95.5,Marshall,Sun Belt,#00ae42,http://a.espncdn.com/i/teamlogos/ncaa/500/276.png
2,2633,Tennessee,88.4,78.8,85.4,Tennessee,SEC,#EE9627,http://a.espncdn.com/i/teamlogos/ncaa/500/2633.png
2,145,Ole Miss,88.3,79.9,82.5,Ole Miss,SEC,#001148,http://a.espncdn.com/i/teamlogos/ncaa/500/145.png
2,256,James Madison,88,75.8,91,James Madison,Sun Belt,#450084,http://a.espncdn.com/i/teamlogos/ncaa/500/256.png
2,183,Syracuse,87.7,82.2,76.4,Syracuse,ACC,#F37321,http://a.espncdn.com/i/teamlogos/ncaa/500/183.png
2,194,Ohio State,87,93.7,73.7,Ohio State,Big Ten,#DE3121,http://a.espncdn.com/i/teamlogos/ncaa/500/194.png
2,251,Texas,86.8,74.6,85.4,Texas,Big 12,#EE7524,http://a.espncdn.com/i/teamlogos/ncaa/500/251.png
2,6,South Alabama,86.4,68.1,87.5,South Alabama,Sun Belt,#003E7E,http://a.espncdn.com/i/teamlogos/ncaa/500/6.png
2,135,Minnesota,86.1,81.7,84.6,Minnesota,Big Ten,#981a31,http://a.espncdn.com/i/teamlogos/ncaa/500/135.png
2,252,BYU,85.9,82.9,83.1,BYU,FBS Independents,#001E4C,http://a.espncdn.com/i/teamlogos/ncaa/500/252.png
2,213,Penn State,84.5,78.5,77.4,Penn State,Big Ten,#00265D,http://a.espncdn.com/i/teamlogos/ncaa/500/213.png
2,52,Florida State,84.3,83.1,48.9,Florida State,ACC,#782F40,http://a.espncdn.com/i/teamlogos/ncaa/500/52.png
2,120,Maryland,84.2,90.7,59.2,Maryland,Big Ten,#D5002B,http://a.espncdn.com/i/teamlogos/ncaa/500/120.png
2,96,Kentucky,83.6,51.7,94.7,Kentucky,SEC,#005DAA,http://a.espncdn.com/i/teamlogos/ncaa/500/96.png
2,2005,Air Force,83,67.6,86.7,Air Force,Mountain West,#004a7b,http://a.espncdn.com/i/teamlogos/ncaa/500/2005.png
2,264,Washington,82.7,91.6,61.3,Washington,Pac-12,#2B2F64,http://a.espncdn.com/i/teamlogos/ncaa/500/264.png
2,2628,TCU,81.9,80.6,65.8,TCU,Big 12,#3C377D,http://a.espncdn.com/i/teamlogos/ncaa/500/2628.png
2,239,Baylor,81.2,72.5,70.3,Baylor,Big 12,#004834,http://a.espncdn.com/i/teamlogos/ncaa/500/239.png
2,150,Duke,80.9,87.6,66.5,Duke,ACC,#001A57,http://a.espncdn.com/i/teamlogos/ncaa/500/150.png
2,127,Michigan State,80.7,64.9,83.6,Michigan State,Big Ten,#18453B,http://a.espncdn.com/i/teamlogos/ncaa/500/127.png
2,2567,SMU,80.7,82.9,68,SMU,American Athletic,#E32F38,http://a.espncdn.com/i/teamlogos/ncaa/500/2567.png
2,154,Wake Forest,79.9,59.7,89.9,Wake Forest,ACC,#9E7E38,http://a.espncdn.com/i/teamlogos/ncaa/500/154.png
2,99,LSU,79.8,84.9,75.4,LSU,SEC,#fdd023,http://a.espncdn.com/i/teamlogos/ncaa/500/99.png
2,204,Oregon State,78.9,78.6,67,Oregon State,Pac-12,#c34500,http://a.espncdn.com/i/teamlogos/ncaa/500/204.png
2,8,Arkansas,78.6,79.8,66.8,Arkansas,SEC,#9c1831,http://a.espncdn.com/i/teamlogos/ncaa/500/8.png
2,197,Oklahoma State,78.1,77.6,59.9,Oklahoma State,Big 12,#FF6500,http://a.espncdn.com/i/teamlogos/ncaa/500/197.png
2,66,Iowa State,78.1,68.9,81,Iowa State,Big 12,#660015,http://a.espncdn.com/i/teamlogos/ncaa/500/66.png
2,254,Utah,77.1,79.2,56.1,Utah,Pac-12,#890012,http://a.espncdn.com/i/teamlogos/ncaa/500/254.png
2,228,Clemson,76.7,70.1,68.6,Clemson,ACC,#F66733,http://a.espncdn.com/i/teamlogos/ncaa/500/228.png
2,2390,Miami,75.7,80.7,45.4,Miami,ACC,#004325,http://a.espncdn.com/i/teamlogos/ncaa/500/2390.png
2,2655,Tulane,75.1,58.7,69.9,Tulane,American Athletic,#005837,http://a.espncdn.com/i/teamlogos/ncaa/500/2655.png
2,2132,Cincinnati,74.7,55.8,76.8,Cincinnati,American Athletic,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/2132.png
2,164,Rutgers,72.6,59.3,73.9,Rutgers,Big Ten,#d21034,http://a.espncdn.com/i/teamlogos/ncaa/500/164.png
2,152,NC State,72.1,39.8,79.6,NC State,ACC,#EF1216,http://a.espncdn.com/i/teamlogos/ncaa/500/152.png
2,248,Houston,71.3,39.9,82.2,Houston,American Athletic,#C90822,http://a.espncdn.com/i/teamlogos/ncaa/500/248.png
2,201,Oklahoma,70.1,75.5,56.7,Oklahoma,Big 12,#7b0000,http://a.espncdn.com/i/teamlogos/ncaa/500/201.png
2,2509,Purdue,70,73.6,63,Purdue,Big Ten,#B89D29,http://a.espncdn.com/i/teamlogos/ncaa/500/2509.png
2,97,Louisville,69,46.7,75,Louisville,ACC,#ad000a,http://a.espncdn.com/i/teamlogos/ncaa/500/97.png
2,356,Illinois,69,42.2,86.5,Illinois,Big Ten,#f77329,http://a.espncdn.com/i/teamlogos/ncaa/500/356.png
2,2032,Arkansas State,68.1,67.5,45.3,Arkansas State,Sun Belt,#e81018,http://a.espncdn.com/i/teamlogos/ncaa/500/2032.png
2,153,North Carolina,67,89.2,26.1,North Carolina,ACC,#99bfe5,http://a.espncdn.com/i/teamlogos/ncaa/500/153.png
2,2579,South Carolina,66.8,48.1,59.2,South Carolina,SEC,#670010,http://a.espncdn.com/i/teamlogos/ncaa/500/2579.png
2,9,Arizona State,66.3,58.5,72,Arizona State,Pac-12,#942139,http://a.espncdn.com/i/teamlogos/ncaa/500/9.png
2,87,Notre Dame,65.4,39.4,73.6,Notre Dame,FBS Independents,#00122b,http://a.espncdn.com/i/teamlogos/ncaa/500/87.png
2,265,Washington State,64.3,32.1,78,Washington State,Pac-12,#94022a,http://a.espncdn.com/i/teamlogos/ncaa/500/265.png
2,5,UAB,63.6,36,76.2,UAB,Conference USA,#003b28,http://a.espncdn.com/i/teamlogos/ncaa/500/5.png
2,2335,Liberty,63.1,42.8,78,Liberty,FBS Independents,#071740,http://a.espncdn.com/i/teamlogos/ncaa/500/2335.png
2,2641,Texas Tech,62.4,61.1,66.9,Texas Tech,Big 12,#C80025,http://a.espncdn.com/i/teamlogos/ncaa/500/2641.png
2,2026,Appalachian State,62.2,83,41.2,Appalachian State,Sun Belt,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/2026.png
2,235,Memphis,62.1,72,43.2,Memphis,American Athletic,#003087,http://a.espncdn.com/i/teamlogos/ncaa/500/235.png
2,12,Arizona,61,48.4,76.4,Arizona,Pac-12,#002449,http://a.espncdn.com/i/teamlogos/ncaa/500/12.png
2,2636,UT San Antonio,60.6,68.8,43.5,UT San Antonio,Conference USA,#002A5C,http://a.espncdn.com/i/teamlogos/ncaa/500/2636.png
2,68,Boise State,60.6,19.1,88.7,Boise State,Mountain West,#09347A,http://a.espncdn.com/i/teamlogos/ncaa/500/68.png
2,245,Texas A&M,59.9,27.6,73.1,Texas A&M,SEC,#5C0025,http://a.espncdn.com/i/teamlogos/ncaa/500/245.png
2,57,Florida,59.6,39,70.2,Florida,SEC,#0021A5,http://a.espncdn.com/i/teamlogos/ncaa/500/57.png
2,259,Virginia Tech,59.4,23.3,89.9,Virginia Tech,ACC,#74232D,http://a.espncdn.com/i/teamlogos/ncaa/500/259.png
2,98,Western Kentucky,58.6,48.5,74.9,Western Kentucky,Conference USA,#F32026,http://a.espncdn.com/i/teamlogos/ncaa/500/98.png
2,2439,UNLV,58.5,60.8,44,UNLV,Mountain West,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/2439.png
2,290,Georgia Southern,57.8,69.3,28.7,Georgia Southern,Sun Belt,#003775,http://a.espncdn.com/i/teamlogos/ncaa/500/290.png
2,142,Missouri,57.1,34.6,76.3,Missouri,SEC,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/142.png
2,2649,Toledo,57,33.5,72.8,Toledo,Mid-American,#ffffff,http://a.espncdn.com/i/teamlogos/ncaa/500/2649.png
2,2,Auburn,56.7,56.4,44.2,Auburn,SEC,#03244d,http://a.espncdn.com/i/teamlogos/ncaa/500/2.png
2,221,Pittsburgh,56.4,46.5,67.4,Pittsburgh,ACC,#003263,http://a.espncdn.com/i/teamlogos/ncaa/500/221.png
2,151,East Carolina,56,64,60.1,East Carolina,American Athletic,#4b1869,http://a.espncdn.com/i/teamlogos/ncaa/500/151.png
2,2483,Oregon,55.6,77.3,21.9,Oregon,Pac-12,#044520,http://a.espncdn.com/i/teamlogos/ncaa/500/2483.png
2,2116,UCF,54.9,48.1,71.1,UCF,American Athletic,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/2116.png
2,275,Wisconsin,54,59.8,54.8,Wisconsin,Big Ten,#A00001,http://a.espncdn.com/i/teamlogos/ncaa/500/275.png
2,2226,Florida Atlantic,53.9,54.4,56.1,Florida Atlantic,Conference USA,#004B85,http://a.espncdn.com/i/teamlogos/ncaa/500/2226.png
2,309,Louisiana,52.5,38.3,57.8,Louisiana,Sun Belt,#ce2842,http://a.espncdn.com/i/teamlogos/ncaa/500/309.png
2,238,Vanderbilt,50.6,41.5,55.1,Vanderbilt,SEC,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/238.png
2,278,Fresno State,50.6,65.6,35,Fresno State,Mountain West,#c41230,http://a.espncdn.com/i/teamlogos/ncaa/500/278.png
2,25,California,49.4,35.6,65.3,California,Pac-12,#031522,http://a.espncdn.com/i/teamlogos/ncaa/500/25.png
2,26,UCLA,47.6,60.6,53.1,UCLA,Pac-12,#005C8E,http://a.espncdn.com/i/teamlogos/ncaa/500/26.png
2,2393,Middle Tennessee,47.4,16.5,70.5,Middle Tennessee,Conference USA,#0079C2,http://a.espncdn.com/i/teamlogos/ncaa/500/2393.png
2,84,Indiana,47.1,44.2,46.1,Indiana,Big Ten,#7D110C,http://a.espncdn.com/i/teamlogos/ncaa/500/84.png
2,2572,Southern Mississippi,45.5,23.7,65.8,Southern Mississippi,Sun Belt,#FFAA3C,http://a.espncdn.com/i/teamlogos/ncaa/500/2572.png
2,2294,Iowa,45.4,1.5,90.1,Iowa,Big Ten,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/2294.png
2,295,Old Dominion,44.5,21.4,60.9,Old Dominion,Sun Belt,#00507d,http://a.espncdn.com/i/teamlogos/ncaa/500/295.png
2,59,Georgia Tech,44.4,50.7,48,Georgia Tech,ACC,#00223e,http://a.espncdn.com/i/teamlogos/ncaa/500/59.png
2,2711,Western Michigan,44.4,53.9,36.3,Western Michigan,Mid-American,#532e1f,http://a.espncdn.com/i/teamlogos/ncaa/500/2711.png
2,195,Ohio,42.6,61.2,26.6,Ohio,Mid-American,#295A29,http://a.espncdn.com/i/teamlogos/ncaa/500/195.png
2,77,Northwestern,41.4,48.1,37.4,Northwestern,Big Ten,#372286,http://a.espncdn.com/i/teamlogos/ncaa/500/77.png
2,242,Rice,40.9,35.2,48.5,Rice,Conference USA,#003D7D,http://a.espncdn.com/i/teamlogos/ncaa/500/242.png
2,277,West Virginia,39.5,64.3,18.5,West Virginia,Big 12,#FFC600,http://a.espncdn.com/i/teamlogos/ncaa/500/277.png
2,158,Nebraska,39.1,66.1,21.7,Nebraska,Big Ten,#F20017,http://a.espncdn.com/i/teamlogos/ncaa/500/158.png
2,2309,Kent State,38.6,47.6,31.8,Kent State,Mid-American,#002445,http://a.espncdn.com/i/teamlogos/ncaa/500/2309.png
2,202,Tulsa,38.2,60.6,36.2,Tulsa,American Athletic,#004371,http://a.espncdn.com/i/teamlogos/ncaa/500/202.png
2,2348,Louisiana Tech,38.1,25.7,66.6,Louisiana Tech,Conference USA,#002d65,http://a.espncdn.com/i/teamlogos/ncaa/500/2348.png
2,2247,Georgia State,37.5,27.4,71.7,Georgia State,Sun Belt,#1e539a,http://a.espncdn.com/i/teamlogos/ncaa/500/2247.png
2,2459,Northern Illinois,37.5,63.9,16,Northern Illinois,Mid-American,#F1122C,http://a.espncdn.com/i/teamlogos/ncaa/500/2459.png
2,24,Stanford,36.9,72.5,22.7,Stanford,Pac-12,#A80532,http://a.espncdn.com/i/teamlogos/ncaa/500/24.png
2,193,Miami (OH),36.3,35.6,51.6,Miami (OH),Mid-American,#a4000c,http://a.espncdn.com/i/teamlogos/ncaa/500/193.png
2,167,New Mexico,36.1,16.2,81,New Mexico,Mountain West,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
2,249,North Texas,35.7,63.9,18.1,North Texas,Conference USA,#00853D,http://a.espncdn.com/i/teamlogos/ncaa/500/249.png
2,2433,Louisiana Monroe,35.6,42.7,41.5,Louisiana Monroe,Sun Belt,#231F20,http://a.espncdn.com/i/teamlogos/ncaa/500/2433.png
2,349,Army,35,68.7,18.9,Army,FBS Independents,#ce9c00,http://a.espncdn.com/i/teamlogos/ncaa/500/349.png
2,23,San José State,34.5,32,46.7,San José State,Mountain West,#005893,http://a.espncdn.com/i/teamlogos/ncaa/500/23.png
2,2199,Eastern Michigan,33.5,53.1,19.5,Eastern Michigan,Mid-American,#00331b,http://a.espncdn.com/i/teamlogos/ncaa/500/2199.png
2,103,Boston College,33.2,24.2,53,Boston College,ACC,#88001a,http://a.espncdn.com/i/teamlogos/ncaa/500/103.png
2,258,Virginia,32.1,31.8,50.1,Virginia,ACC,#f84c1e,http://a.espncdn.com/i/teamlogos/ncaa/500/258.png
2,2440,Nevada,29.6,18.2,46.2,Nevada,Mountain West,#153E5F,http://a.espncdn.com/i/teamlogos/ncaa/500/2440.png
2,2653,Troy,29.5,20.4,45.5,Troy,Sun Belt,#AE0210,http://a.espncdn.com/i/teamlogos/ncaa/500/2653.png
2,324,Coastal Carolina,29.3,39.3,16.3,Coastal Carolina,Sun Belt,#007073,http://a.espncdn.com/i/teamlogos/ncaa/500/324.png
2,2751,Wyoming,29.2,11.5,44.7,Wyoming,Mountain West,#533B22,http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png
2,21,San Diego State,27.2,14.5,27.6,San Diego State,Mountain West,#BF2C37,http://a.espncdn.com/i/teamlogos/ncaa/500/21.png
2,326,Texas State,27.2,12.8,70.5,Texas State,Sun Belt,#4e1719,http://a.espncdn.com/i/teamlogos/ncaa/500/326.png
2,2050,Ball State,23.3,27,26,Ball State,Mid-American,#DA0000,http://a.espncdn.com/i/teamlogos/ncaa/500/2050.png
2,189,Bowling Green,21.3,21.4,19.6,Bowling Green,Mid-American,#2b1000,http://a.espncdn.com/i/teamlogos/ncaa/500/189.png
2,38,Colorado,20,6.9,68.6,Colorado,Pac-12,#d1c57e,http://a.espncdn.com/i/teamlogos/ncaa/500/38.png
2,41,Connecticut,20,25.1,25,Connecticut,FBS Independents,#001d40,http://a.espncdn.com/i/teamlogos/ncaa/500/41.png
2,2638,UTEP,18.8,22.9,22,UTEP,Conference USA,#ff8200,http://a.espncdn.com/i/teamlogos/ncaa/500/2638.png
2,2084,Buffalo,17.9,43.2,10.9,Buffalo,Mid-American,#041A9B,http://a.espncdn.com/i/teamlogos/ncaa/500/2084.png
2,2117,Central Michigan,15.9,47.5,12.3,Central Michigan,Mid-American,#6a0032,http://a.espncdn.com/i/teamlogos/ncaa/500/2117.png
2,218,Temple,15.6,7.8,34.7,Temple,American Athletic,#A80532,http://a.espncdn.com/i/teamlogos/ncaa/500/218.png
2,328,Utah State,15.6,8.8,33.2,Utah State,Mountain West,#003263,http://a.espncdn.com/i/teamlogos/ncaa/500/328.png
2,2006,Akron,14.7,13.1,27.9,Akron,Mid-American,#00285e,http://a.espncdn.com/i/teamlogos/ncaa/500/2006.png
2,166,New Mexico State,13.7,10.3,34.9,New Mexico State,FBS Independents,#891216,http://a.espncdn.com/i/teamlogos/ncaa/500/166.png
2,2426,Navy,13.1,5,46.5,Navy,American Athletic,#131630,http://a.espncdn.com/i/teamlogos/ncaa/500/2426.png
2,36,Colorado State,9.2,3.1,40.7,Colorado State,Mountain West,#004537,http://a.espncdn.com/i/teamlogos/ncaa/500/36.png
2,113,UMass,8.8,30.2,8.5,UMass,FBS Independents,#880007,http://a.espncdn.com/i/teamlogos/ncaa/500/113.png
2,58,South Florida,7.3,14.5,9.8,South Florida,American Athletic,#004A36,http://a.espncdn.com/i/teamlogos/ncaa/500/58.png
2,2429,Charlotte,6.5,31,2,Charlotte,Conference USA,#ffffff,http://a.espncdn.com/i/teamlogos/ncaa/500/2429.png
2,2229,Florida International,6.3,12.3,7,Florida International,Conference USA,#001538,http://a.espncdn.com/i/teamlogos/ncaa/500/2229.png
2,62,Hawai'i,4.7,4.7,10.5,Hawai'i,Mountain West,#003420,http://a.espncdn.com/i/teamlogos/ncaa/500/62.png
3,61,Georgia,98.8,95.9,96.7,Georgia,SEC,#CC0000,http://a.espncdn.com/i/teamlogos/ncaa/500/61.png
3,130,Michigan,95.7,84.9,93.3,Michigan,Big Ten,#00274c,http://a.espncdn.com/i/teamlogos/ncaa/500/130.png
3,333,Alabama,94.5,83.3,90.1,Alabama,SEC,#690014,http://a.espncdn.com/i/teamlogos/ncaa/500/333.png
3,30,USC,93.6,97.2,68,USC,Pac-12,#ffc72c,http://a.espncdn.com/i/teamlogos/ncaa/500/30.png
3,145,Ole Miss,92.9,84,88.6,Ole Miss,SEC,#001148,http://a.espncdn.com/i/teamlogos/ncaa/500/145.png
3,2305,Kansas,92.3,97.8,56.4,Kansas,Big 12,#0022B4,http://a.espncdn.com/i/teamlogos/ncaa/500/2305.png
3,194,Ohio State,89.5,96.9,63.9,Ohio State,Big Ten,#DE3121,http://a.espncdn.com/i/teamlogos/ncaa/500/194.png
3,213,Penn State,89.5,82.9,83.3,Penn State,Big Ten,#00265D,http://a.espncdn.com/i/teamlogos/ncaa/500/213.png
3,135,Minnesota,89.2,83.9,88.4,Minnesota,Big Ten,#981a31,http://a.espncdn.com/i/teamlogos/ncaa/500/135.png
3,264,Washington,88.4,92.5,69.7,Washington,Pac-12,#2B2F64,http://a.espncdn.com/i/teamlogos/ncaa/500/264.png
3,2633,Tennessee,88.4,84.7,81.6,Tennessee,SEC,#EE9627,http://a.espncdn.com/i/teamlogos/ncaa/500/2633.png
3,256,James Madison,87.4,74.7,90.9,James Madison,Sun Belt,#450084,http://a.espncdn.com/i/teamlogos/ncaa/500/256.png
3,201,Oklahoma,86,84.9,74.9,Oklahoma,Big 12,#7b0000,http://a.espncdn.com/i/teamlogos/ncaa/500/201.png
3,344,Mississippi State,83.7,57.2,92.3,Mississippi State,SEC,#762123,http://a.espncdn.com/i/teamlogos/ncaa/500/344.png
3,204,Oregon State,82.4,86.1,66.2,Oregon State,Pac-12,#c34500,http://a.espncdn.com/i/teamlogos/ncaa/500/204.png
3,251,Texas,82.4,76,77,Texas,Big 12,#EE7524,http://a.espncdn.com/i/teamlogos/ncaa/500/251.png
3,197,Oklahoma State,82.2,76.1,63.8,Oklahoma State,Big 12,#FF6500,http://a.espncdn.com/i/teamlogos/ncaa/500/197.png
3,52,Florida State,81.8,86.4,56.8,Florida State,ACC,#782F40,http://a.espncdn.com/i/teamlogos/ncaa/500/52.png
3,99,LSU,81.6,75.2,85,LSU,SEC,#fdd023,http://a.espncdn.com/i/teamlogos/ncaa/500/99.png
3,66,Iowa State,81.2,64.8,87.6,Iowa State,Big 12,#660015,http://a.espncdn.com/i/teamlogos/ncaa/500/66.png
3,6,South Alabama,81,71.7,79.2,South Alabama,Sun Belt,#003E7E,http://a.espncdn.com/i/teamlogos/ncaa/500/6.png
3,96,Kentucky,80.8,48.9,93.8,Kentucky,SEC,#005DAA,http://a.espncdn.com/i/teamlogos/ncaa/500/96.png
3,2655,Tulane,80.3,56.7,83.5,Tulane,American Athletic,#005837,http://a.espncdn.com/i/teamlogos/ncaa/500/2655.png
3,2628,TCU,79.5,78.5,63.1,TCU,Big 12,#3C377D,http://a.espncdn.com/i/teamlogos/ncaa/500/2628.png
3,239,Baylor,78,73.7,64.2,Baylor,Big 12,#004834,http://a.espncdn.com/i/teamlogos/ncaa/500/239.png
3,150,Duke,77.7,87.5,59.2,Duke,ACC,#001A57,http://a.espncdn.com/i/teamlogos/ncaa/500/150.png
3,120,Maryland,77.2,82.3,60.4,Maryland,Big Ten,#D5002B,http://a.espncdn.com/i/teamlogos/ncaa/500/120.png
3,254,Utah,77,73.7,65.7,Utah,Pac-12,#890012,http://a.espncdn.com/i/teamlogos/ncaa/500/254.png
3,2483,Oregon,76.4,85,41.9,Oregon,Pac-12,#044520,http://a.espncdn.com/i/teamlogos/ncaa/500/2483.png
3,252,BYU,76.2,77.9,71.9,BYU,FBS Independents,#001E4C,http://a.espncdn.com/i/teamlogos/ncaa/500/252.png
3,183,Syracuse,76.1,74.6,61.6,Syracuse,ACC,#F37321,http://a.espncdn.com/i/teamlogos/ncaa/500/183.png
3,152,NC State,75.4,33,86.8,NC State,ACC,#EF1216,http://a.espncdn.com/i/teamlogos/ncaa/500/152.png
3,2509,Purdue,73.6,76.8,65.6,Purdue,Big Ten,#B89D29,http://a.espncdn.com/i/teamlogos/ncaa/500/2509.png
3,228,Clemson,73.3,68.7,69.4,Clemson,ACC,#F66733,http://a.espncdn.com/i/teamlogos/ncaa/500/228.png
3,265,Washington State,73.1,44.9,80,Washington State,Pac-12,#94022a,http://a.espncdn.com/i/teamlogos/ncaa/500/265.png
3,2567,SMU,71.3,67.9,67.1,SMU,American Athletic,#E32F38,http://a.espncdn.com/i/teamlogos/ncaa/500/2567.png
3,2390,Miami,70.9,77.3,55.9,Miami,ACC,#004325,http://a.espncdn.com/i/teamlogos/ncaa/500/2390.png
3,2132,Cincinnati,70,54.4,74.8,Cincinnati,American Athletic,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/2132.png
3,275,Wisconsin,68.5,68,67.2,Wisconsin,Big Ten,#A00001,http://a.espncdn.com/i/teamlogos/ncaa/500/275.png
3,221,Pittsburgh,68.5,54.3,82.7,Pittsburgh,ACC,#003263,http://a.espncdn.com/i/teamlogos/ncaa/500/221.png
3,356,Illinois,68.2,40.3,86.9,Illinois,Big Ten,#f77329,http://a.espncdn.com/i/teamlogos/ncaa/500/356.png
3,154,Wake Forest,67.9,50,76.8,Wake Forest,ACC,#9E7E38,http://a.espncdn.com/i/teamlogos/ncaa/500/154.png
3,5,UAB,67.8,47.7,75.2,UAB,Conference USA,#003b28,http://a.espncdn.com/i/teamlogos/ncaa/500/5.png
3,2116,UCF,67.3,60.7,72.8,UCF,American Athletic,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/2116.png
3,245,Texas A&M,67.1,30.9,74,Texas A&M,SEC,#5C0025,http://a.espncdn.com/i/teamlogos/ncaa/500/245.png
3,2306,Kansas State,67,29.7,87.7,Kansas State,Big 12,#633194,http://a.espncdn.com/i/teamlogos/ncaa/500/2306.png
3,127,Michigan State,66.8,58,68.7,Michigan State,Big Ten,#18453B,http://a.espncdn.com/i/teamlogos/ncaa/500/127.png
3,2335,Liberty,65.7,46.7,80,Liberty,FBS Independents,#071740,http://a.espncdn.com/i/teamlogos/ncaa/500/2335.png
3,276,Marshall,65,52.8,72.8,Marshall,Sun Belt,#00ae42,http://a.espncdn.com/i/teamlogos/ncaa/500/276.png
3,153,North Carolina,63.9,86,26.6,North Carolina,ACC,#99bfe5,http://a.espncdn.com/i/teamlogos/ncaa/500/153.png
3,9,Arizona State,63.9,57.1,69.5,Arizona State,Pac-12,#942139,http://a.espncdn.com/i/teamlogos/ncaa/500/9.png
3,2005,Air Force,62.6,59.1,63.4,Air Force,Mountain West,#004a7b,http://a.espncdn.com/i/teamlogos/ncaa/500/2005.png
3,164,Rutgers,61.9,39.3,72.8,Rutgers,Big Ten,#d21034,http://a.espncdn.com/i/teamlogos/ncaa/500/164.png
3,97,Louisville,61.9,43.8,66.3,Louisville,ACC,#ad000a,http://a.espncdn.com/i/teamlogos/ncaa/500/97.png
3,2032,Arkansas State,60.2,64.7,39.3,Arkansas State,Sun Belt,#e81018,http://a.espncdn.com/i/teamlogos/ncaa/500/2032.png
3,2636,UT San Antonio,60.1,66.1,45.2,UT San Antonio,Conference USA,#002A5C,http://a.espncdn.com/i/teamlogos/ncaa/500/2636.png
3,25,California,59.8,47.9,71.8,California,Pac-12,#031522,http://a.espncdn.com/i/teamlogos/ncaa/500/25.png
3,98,Western Kentucky,59.6,57.9,67.2,Western Kentucky,Conference USA,#F32026,http://a.espncdn.com/i/teamlogos/ncaa/500/98.png
3,87,Notre Dame,59,35.4,67.9,Notre Dame,FBS Independents,#00122b,http://a.espncdn.com/i/teamlogos/ncaa/500/87.png
3,2439,UNLV,58,66.3,41.3,UNLV,Mountain West,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/2439.png
3,68,Boise State,57.5,24,80.8,Boise State,Mountain West,#09347A,http://a.espncdn.com/i/teamlogos/ncaa/500/68.png
3,277,West Virginia,57,75,31.6,West Virginia,Big 12,#FFC600,http://a.espncdn.com/i/teamlogos/ncaa/500/277.png
3,12,Arizona,57,61.8,54.4,Arizona,Pac-12,#002449,http://a.espncdn.com/i/teamlogos/ncaa/500/12.png
3,259,Virginia Tech,56.6,27.7,84.8,Virginia Tech,ACC,#74232D,http://a.espncdn.com/i/teamlogos/ncaa/500/259.png
3,2393,Middle Tennessee,56.4,26,69.3,Middle Tennessee,Conference USA,#0079C2,http://a.espncdn.com/i/teamlogos/ncaa/500/2393.png
3,8,Arkansas,56.2,64,44.7,Arkansas,SEC,#9c1831,http://a.espncdn.com/i/teamlogos/ncaa/500/8.png
3,151,East Carolina,55.1,69.4,42.8,East Carolina,American Athletic,#4b1869,http://a.espncdn.com/i/teamlogos/ncaa/500/151.png
3,235,Memphis,54.6,73.8,33.7,Memphis,American Athletic,#003087,http://a.espncdn.com/i/teamlogos/ncaa/500/235.png
3,248,Houston,53.9,39.3,61.3,Houston,American Athletic,#C90822,http://a.espncdn.com/i/teamlogos/ncaa/500/248.png
3,2572,Southern Mississippi,53.2,24.7,73,Southern Mississippi,Sun Belt,#FFAA3C,http://a.espncdn.com/i/teamlogos/ncaa/500/2572.png
3,2294,Iowa,53.1,5.4,89,Iowa,Big Ten,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/2294.png
3,142,Missouri,52.5,28.3,72.2,Missouri,SEC,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/142.png
3,238,Vanderbilt,52.4,48.7,51.3,Vanderbilt,SEC,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/238.png
3,2026,Appalachian State,52.1,79.8,25.9,Appalachian State,Sun Belt,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/2026.png
